Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"Great Lakes",Weekly,"2020-03-22 00:00:00",Organic,1.230000000,273682.46,5873.35,20159.32,7.64,247493.92,228713.76,18780.16,0.00,
Harrisburg/Scranton,Weekly,"2020-03-22 00:00:00",Organic,1.430000000,17614.93,619.98,543.35,0.00,16451.60,15730.84,720.76,0.00,
Hartford/Springfield,Weekly,"2020-03-22 00:00:00",Organic,2.040000000,13385.11,497.06,5027.61,1.35,7859.09,7760.43,98.66,0.00,
Houston,Weekly,"2020-03-22 00:00:00",Organic,1.630000000,34543.63,12504.64,59.61,0.00,21979.38,21979.38,0.00,0.00,
Indianapolis,Weekly,"2020-03-22 00:00:00",Organic,1.130000000,19476.15,320.78,1039.54,0.00,18115.83,16208.51,1907.32,0.00,
Jacksonville,Weekly,"2020-03-22 00:00:00",Organic,1.040000000,4377.12,138.44,379.83,0.00,3858.85,3858.85,0.00,0.00,
"Las Vegas",Weekly,"2020-03-22 00:00:00",Organic,1.540000000,11243.26,752.41,464.22,0.00,10026.63,9361.43,665.20,0.00,
"Los Angeles",Weekly,"2020-03-22 00:00:00",Organic,1.980000000,143956.48,6650.97,2450.46,12.08,134842.97,87518.02,47324.95,0.00,
Louisville,Weekly,"2020-03-22 00:00:00",Organic,1.020000000,12927.05,0.00,582.01,0.00,12345.04,11305.35,1039.69,0.00,
"Miami/Ft. Lauderdale",Weekly,"2020-03-22 00:00:00",Organic,1.140000000,17489.74,369.44,4.75,0.00,17115.55,17115.55,0.00,0.00,
Midsouth,Weekly,"2020-03-22 00:00:00",Organic,1.470000000,243318.88,2805.96,28587.09,301.59,211624.24,174611.91,37012.33,0.00,
Nashville,Weekly,"2020-03-22 00:00:00",Organic,1.470000000,11321.40,32.33,1248.07,0.00,10041.00,7624.40,2416.60,0.00,
"New Orleans/Mobile",Weekly,"2020-03-22 00:00:00",Organic,1.290000000,9811.44,420.26,0.00,0.00,9391.18,6227.35,3163.83,0.00,
"New York",Weekly,"2020-03-22 00:00:00",Organic,1.910000000,93316.82,12938.88,14206.53,0.00,66171.41,60093.57,6077.84,0.00,
Northeast,Weekly,"2020-03-22 00:00:00",Organic,1.710000000,291909.30,22189.57,28315.77,4.55,241399.41,197447.75,43951.66,0.00,
"Northern New England",Weekly,"2020-03-22 00:00:00",Organic,1.700000000,28805.62,98.41,844.54,0.00,27862.67,14770.51,13092.16,0.00,
Orlando,Weekly,"2020-03-22 00:00:00",Organic,1.110000000,13613.32,206.34,0.00,0.00,13406.98,13406.98,0.00,0.00,
Philadelphia,Weekly,"2020-03-22 00:00:00",Organic,1.710000000,35558.08,2282.88,3541.47,0.00,29733.73,24958.99,4774.74,0.00,
Phoenix/Tucson,Weekly,"2020-03-22 00:00:00",Organic,1.530000000,22178.47,2533.00,1093.91,0.00,18551.56,16542.81,2008.75,0.00,
Pittsburgh,Weekly,"2020-03-22 00:00:00",Organic,1.200000000,23547.72,2377.28,3.35,0.00,21167.09,21167.09,0.00,0.00,
Plains,Weekly,"2020-03-22 00:00:00",Organic,1.530000000,76946.60,20975.04,7910.37,120.62,47940.57,36594.25,11346.32,0.00,
Portland,Weekly,"2020-03-22 00:00:00",Organic,2.060000000,45776.48,148.38,7206.72,0.00,38421.38,19553.35,18825.72,42.31,
Raleigh/Greensboro,Weekly,"2020-03-22 00:00:00",Organic,1.920000000,18909.98,1017.00,3538.97,92.71,14261.30,10643.08,3618.22,0.00,
Richmond/Norfolk,Weekly,"2020-03-22 00:00:00",Organic,1.720000000,16190.60,47.78,1716.94,12.43,14413.45,11410.99,3002.46,0.00,
Roanoke,Weekly,"2020-03-22 00:00:00",Organic,1.270000000,12069.19,35.53,1167.48,0.00,10866.18,8728.44,2137.74,0.00,
Sacramento,Weekly,"2020-03-22 00:00:00",Organic,1.690000000,18822.90,3259.67,3623.76,0.00,11939.47,11936.54,2.93,0.00,
"San Diego",Weekly,"2020-03-22 00:00:00",Organic,1.990000000,35365.14,527.16,1033.79,0.00,33804.19,19781.82,14022.37,0.00,
"San Francisco",Weekly,"2020-03-22 00:00:00",Organic,1.910000000,69252.56,3648.79,9315.84,0.00,56287.93,56284.88,3.05,0.00,
Seattle,Weekly,"2020-03-22 00:00:00",Organic,1.960000000,68980.83,388.59,13921.51,22.64,54648.09,13355.86,41292.23,0.00,
"South Carolina",Weekly,"2020-03-22 00:00:00",Organic,1.500000000,24107.36,456.76,3757.06,64.12,19829.42,13284.00,6545.42,0.00,
"South Central",Weekly,"2020-03-22 00:00:00",Organic,1.460000000,208358.36,27067.14,1289.51,3223.55,176778.16,162685.37,14092.79,0.00,
Southeast,Weekly,"2020-03-22 00:00:00",Organic,1.270000000,172782.87,2759.02,11586.43,74.14,158363.28,140717.72,17645.56,0.00,
Spokane,Weekly,"2020-03-22 00:00:00",Organic,1.970000000,5334.76,26.76,800.69,0.00,4507.31,2201.99,2305.32,0.00,
"St. Louis",Weekly,"2020-03-22 00:00:00",Organic,2.150000000,9490.32,1646.91,1580.92,0.00,6262.49,3499.31,2763.18,0.00,
Syracuse,Weekly,"2020-03-22 00:00:00",Organic,1.550000000,3507.46,288.59,117.90,0.00,3100.97,1071.22,2029.75,0.00,
Tampa,Weekly,"2020-03-22 00:00:00",Organic,1.070000000,15127.03,237.36,0.00,0.00,14889.67,14889.67,0.00,0.00,
"Total U.S.",Weekly,"2020-03-22 00:00:00",Organic,1.590000000,1883052.28,113678.33,156134.06,5409.85,1607681.81,1308780.67,298854.12,47.02,
West,Weekly,"2020-03-22 00:00:00",Organic,1.810000000,278879.98,13168.97,30988.95,1665.80,233056.26,147924.19,85085.05,47.02,
"West Tex/New Mexico",Weekly,"2020-03-22 00:00:00",Organic,1.610000000,27648.04,745.05,405.43,2761.47,23736.09,23086.26,649.83,0.00,
Albany,Weekly,"2020-04-19 00:00:00","Conventional ",1.380000000,138887.32,17740.21,91618.97,200.34,29327.80,15732.49,11937.53,1657.78,
Albany,Weekly,"2020-04-12 00:00:00","Conventional ",1.220000000,149128.13,20314.90,98707.73,195.97,29909.53,19106.42,9243.11,1560.00,
Albany,Weekly,"2020-04-05 00:00:00","Conventional ",1.200000000,142597.55,18591.22,91346.12,208.09,32452.12,17673.66,13320.69,1457.77,
Albany,Weekly,"2020-03-29 00:00:00","Conventional ",1.080000000,161994.75,25379.38,109799.57,197.88,26617.92,15653.14,9547.01,1417.77,
Atlanta,Weekly,"2020-04-19 00:00:00","Conventional ",1.070000000,927544.06,427949.17,30216.25,93.51,469285.13,425543.91,43520.44,220.78,
Atlanta,Weekly,"2020-04-12 00:00:00","Conventional ",1.080000000,860374.38,394493.66,34119.74,99.31,431661.67,379885.92,51415.73,360.02,
Atlanta,Weekly,"2020-04-05 00:00:00","Conventional ",1.070000000,1012971.16,467667.61,27644.62,141.21,517517.72,470013.68,47357.60,146.44,
Atlanta,Weekly,"2020-03-29 00:00:00","Conventional ",1.080000000,900903.61,405382.91,31148.87,125.72,464246.11,421742.94,42453.46,49.71,
Baltimore/Washington,Weekly,"2020-04-19 00:00:00","Conventional ",1.400000000,1190966.77,233989.88,405008.61,2432.50,549535.78,311767.75,231680.45,6087.58,
Baltimore/Washington,Weekly,"2020-04-12 00:00:00","Conventional ",1.340000000,1259048.49,244883.23,419206.54,2002.87,592955.85,308505.11,277068.09,7382.65,
Baltimore/Washington,Weekly,"2020-04-05 00:00:00","Conventional ",1.200000000,1308030.42,302310.21,481532.87,1672.33,522515.01,277161.72,240182.18,5171.11,
Baltimore/Washington,Weekly,"2020-03-29 00:00:00","Conventional ",1.400000000,1177873.26,249515.22,427211.91,1559.11,499587.02,238289.75,255074.95,6222.32,
Boise,Weekly,"2020-04-19 00:00:00","Conventional ",1.460000000,120090.94,38423.72,7704.85,2751.74,71210.63,32991.70,29167.98,9050.95,
Boise,Weekly,"2020-04-12 00:00:00","Conventional ",1.310000000,134663.82,44804.11,9019.85,2154.91,78684.95,36416.93,33273.54,8994.48,
Boise,Weekly,"2020-04-05 00:00:00","Conventional ",1.260000000,132580.15,45099.50,8609.94,1771.99,77098.72,34745.79,27026.73,15326.20,
Boise,Weekly,"2020-03-29 00:00:00","Conventional ",1.390000000,123897.01,39639.72,8073.74,1970.06,74213.49,37029.48,22679.91,14504.10,
Boston,Weekly,"2020-04-19 00:00:00","Conventional ",1.480000000,870968.42,30731.31,486327.77,543.59,353365.75,228986.49,122592.59,1786.67,
Boston,Weekly,"2020-04-12 00:00:00","Conventional ",1.460000000,902950.91,28177.46,518161.87,632.57,355979.01,256803.65,95988.56,3186.80,
Boston,Weekly,"2020-04-05 00:00:00","Conventional ",1.520000000,876892.76,27653.13,555404.94,565.15,293269.54,239241.89,51505.58,2522.07,
Boston,Weekly,"2020-03-29 00:00:00","Conventional ",1.490000000,849725.83,34269.14,521465.62,574.88,293416.19,192770.63,97725.56,2920.00,
Buffalo/Rochester,Weekly,"2020-04-19 00:00:00","Conventional ",1.150000000,221134.52,17683.83,49841.27,2695.63,150913.79,107160.95,40251.73,3501.11,
Buffalo/Rochester,Weekly,"2020-04-12 00:00:00","Conventional ",1.140000000,256728.60,35977.24,58565.82,2841.39,159344.15,135507.02,21367.13,2470.00,
Buffalo/Rochester,Weekly,"2020-04-05 00:00:00","Conventional ",1.190000000,230068.40,14976.08,58460.54,2983.91,153647.87,123636.65,27411.22,2600.00,
Buffalo/Rochester,Weekly,"2020-03-29 00:00:00","Conventional ",1.250000000,195425.70,18927.54,54867.30,2925.66,118705.20,103933.12,12400.97,2371.11,
California,Weekly,"2020-04-19 00:00:00","Conventional ",1.240000000,7608704.18,2176738.63,1109732.55,135338.00,4186895.00,2058034.48,1693640.43,435220.09,
California,Weekly,"2020-04-12 00:00:00","Conventional ",1.400000000,6706501.88,2045827.22,919321.72,162524.80,3578828.14,2043608.31,1138683.74,396536.09,
California,Weekly,"2020-04-05 00:00:00","Conventional ",1.300000000,7469315.00,2363222.97,1074858.51,162865.87,3868367.65,2163728.21,1461182.26,243457.18,
California,Weekly,"2020-03-29 00:00:00","Conventional ",1.390000000,6561189.97,2066325.12,825073.41,127258.15,3542533.29,1835617.41,1442748.09,264167.79,
Charlotte,Weekly,"2020-04-19 00:00:00","Conventional ",1.220000000,399171.08,173187.19,61904.32,3470.48,160609.09,129154.90,30807.53,646.66,
Charlotte,Weekly,"2020-04-12 00:00:00","Conventional ",1.260000000,372769.30,160575.64,57238.55,2564.11,152391.00,122128.60,30250.50,11.90,
Charlotte,Weekly,"2020-04-05 00:00:00","Conventional ",1.270000000,379109.87,163389.81,58128.04,2624.71,154967.31,122623.50,32336.98,6.83,
Charlotte,Weekly,"2020-03-29 00:00:00","Conventional ",1.280000000,370128.61,158243.44,57413.81,2309.69,152161.67,116859.36,35277.87,24.44,
Chicago,Weekly,"2020-04-19 00:00:00","Conventional ",1.660000000,868184.45,127137.93,196603.82,49153.41,495289.29,156404.76,270199.39,68685.14,
Chicago,Weekly,"2020-04-12 00:00:00","Conventional ",1.670000000,893700.41,131629.84,199198.66,58028.69,504843.22,146816.68,296019.30,62007.24,
Chicago,Weekly,"2020-04-05 00:00:00","Conventional ",1.500000000,838147.95,133557.31,231651.60,46032.56,426906.48,165038.46,205049.23,56818.79,
Chicago,Weekly,"2020-03-29 00:00:00","Conventional ",1.460000000,848440.26,124856.02,197715.75,39890.38,485978.11,164160.54,265161.99,56655.58,
Cincinnati/Dayton,Weekly,"2020-04-19 00:00:00","Conventional ",1.240000000,338682.46,104847.69,13169.72,9881.40,210783.65,191864.89,18534.87,383.89,
Cincinnati/Dayton,Weekly,"2020-04-12 00:00:00","Conventional ",1.080000000,376994.70,115449.02,13419.26,9263.02,238863.40,222683.45,11386.46,4793.49,
Cincinnati/Dayton,Weekly,"2020-04-05 00:00:00","Conventional ",0.830000000,442996.84,124403.87,17275.42,10567.59,290749.96,268927.19,15840.77,5982.00,
Cincinnati/Dayton,Weekly,"2020-03-29 00:00:00","Conventional ",0.840000000,384240.78,97834.74,13712.24,8201.85,264491.95,241601.59,19897.24,2993.12,
Columbus,Weekly,"2020-04-19 00:00:00","Conventional ",1.150000000,269016.51,88423.17,10975.17,2376.63,167241.54,160329.49,6744.03,168.02,
Columbus,Weekly,"2020-04-12 00:00:00","Conventional ",1.080000000,279614.43,89821.14,12542.85,2447.16,174803.28,167094.68,6488.27,1220.33,
Columbus,Weekly,"2020-04-05 00:00:00","Conventional ",0.950000000,311225.20,103192.68,15023.61,1873.00,191135.91,183926.46,6574.93,634.52,
Columbus,Weekly,"2020-03-29 00:00:00","Conventional ",0.950000000,284082.42,80421.83,12176.23,1762.49,189721.87,182190.56,6155.60,1375.71,
"Dallas/Ft. Worth",Weekly,"2020-04-19 00:00:00","Conventional ",0.820000000,1967582.29,762501.25,252858.92,12976.58,939245.54,684497.30,254275.18,473.06,
"Dallas/Ft. Worth",Weekly,"2020-04-12 00:00:00","Conventional ",0.900000000,1749550.51,798105.04,217868.66,6594.11,726982.70,486871.78,239654.23,456.69,
"Dallas/Ft. Worth",Weekly,"2020-04-05 00:00:00","Conventional ",0.900000000,1793380.76,769030.49,234551.78,6852.11,782946.38,536844.12,245789.67,312.59,
"Dallas/Ft. Worth",Weekly,"2020-03-29 00:00:00","Conventional ",0.930000000,1687570.78,665067.90,227851.80,5660.62,788990.46,467677.39,321143.03,170.04,
Denver,Weekly,"2020-04-19 00:00:00","Conventional ",1.150000000,1097187.76,203993.90,94190.77,60267.04,738736.05,283280.57,403922.78,51532.70,
Denver,Weekly,"2020-04-12 00:00:00","Conventional ",1.150000000,1114310.34,252040.41,146816.39,1878.21,713575.33,294172.86,412040.27,7362.20,
Denver,Weekly,"2020-04-05 00:00:00","Conventional ",1.090000000,1100058.13,245503.75,156088.89,701.45,697764.04,332677.53,363791.31,1295.20,
Denver,Weekly,"2020-03-29 00:00:00","Conventional ",1.260000000,1075444.36,217395.43,119767.11,1824.87,736456.95,313759.20,413388.48,9309.27,
Detroit,Weekly,"2020-04-19 00:00:00","Conventional ",1.180000000,566541.88,162393.38,33904.38,41925.91,328318.21,313196.98,10272.41,4848.82,
Detroit,Weekly,"2020-04-12 00:00:00","Conventional ",1.220000000,593486.00,164984.95,37175.29,42952.64,348373.12,334308.54,8762.78,5301.80,
Detroit,Weekly,"2020-04-05 00:00:00","Conventional ",1.030000000,573957.32,167536.40,37949.00,36196.91,332275.01,321779.53,6195.90,4299.58,
Detroit,Weekly,"2020-03-29 00:00:00","Conventional ",0.970000000,604554.83,141486.31,35626.68,32207.70,395234.14,382882.60,9126.08,3225.46,
"Grand Rapids",Weekly,"2020-04-19 00:00:00","Conventional ",1.600000000,187338.87,27259.61,61518.17,42288.15,56272.94,41017.56,6377.03,8878.35,
"Grand Rapids",Weekly,"2020-04-12 00:00:00","Conventional ",1.670000000,197898.58,35136.25,54769.29,45654.44,62338.60,48239.28,6464.10,7635.22,
"Grand Rapids",Weekly,"2020-04-05 00:00:00","Conventional ",1.270000000,208105.87,46142.64,54274.44,40286.15,67402.64,54398.59,3599.36,9404.69,
"Grand Rapids",Weekly,"2020-03-29 00:00:00","Conventional ",1.170000000,241777.31,39805.89,60286.72,34181.01,107503.69,93516.19,5064.78,8922.72,
"Great Lakes",Weekly,"2020-04-19 00:00:00","Conventional ",1.270000000,4665970.34,1181558.69,693066.99,227007.84,2564336.82,1904958.62,539192.24,120185.96,
"Great Lakes",Weekly,"2020-04-12 00:00:00","Conventional ",1.250000000,4902536.40,1235849.52,691713.97,245289.59,2729683.32,2031671.89,583388.47,114622.96,
"Great Lakes",Weekly,"2020-04-05 00:00:00","Conventional ",1.080000000,5064441.71,1322848.95,764053.90,211239.39,2766299.47,2141958.32,510779.28,113561.87,
"Great Lakes",Weekly,"2020-03-29 00:00:00","Conventional ",1.070000000,4874615.78,1111520.78,677621.09,182996.06,2902477.85,2249164.94,546564.79,106748.12,
Harrisburg/Scranton,Weekly,"2020-04-19 00:00:00","Conventional ",1.200000000,375191.47,124009.20,125179.38,396.85,125606.04,108652.03,14212.90,2741.11,
Harrisburg/Scranton,Weekly,"2020-04-12 00:00:00","Conventional ",1.130000000,419160.21,132852.72,136129.91,379.52,149798.06,130997.45,15991.72,2808.89,
Harrisburg/Scranton,Weekly,"2020-04-05 00:00:00","Conventional ",1.140000000,404766.83,123975.43,137065.96,199.52,143525.92,117049.75,22642.84,3833.33,
Harrisburg/Scranton,Weekly,"2020-03-29 00:00:00","Conventional ",1.150000000,375614.40,118144.13,134242.45,326.94,122900.88,90516.81,29355.18,3028.89,
Hartford/Springfield,Weekly,"2020-04-19 00:00:00","Conventional ",1.530000000,409971.49,12316.10,300233.13,98.84,97323.42,85212.27,10985.59,1125.56,
Hartford/Springfield,Weekly,"2020-04-12 00:00:00","Conventional ",1.490000000,408507.79,12754.76,287841.23,234.92,107676.88,90011.83,15497.16,2167.89,
Hartford/Springfield,Weekly,"2020-04-05 00:00:00","Conventional ",1.510000000,439570.00,14168.09,319153.53,236.78,106011.60,85350.73,18407.55,2253.32,
Hartford/Springfield,Weekly,"2020-03-29 00:00:00","Conventional ",1.500000000,387971.32,12022.07,301382.79,235.29,74331.17,59660.52,13029.54,1641.11,
Houston,Weekly,"2020-04-19 00:00:00","Conventional ",0.800000000,1898693.37,791066.02,284316.62,11074.39,812236.34,441596.23,337636.27,33003.84,
Houston,Weekly,"2020-04-12 00:00:00","Conventional ",0.860000000,1819577.23,888257.64,261553.91,3024.75,666740.93,380042.47,267691.14,19007.32,
Houston,Weekly,"2020-04-05 00:00:00","Conventional ",0.860000000,1813357.04,729848.77,296559.97,2658.40,784289.90,428889.70,343096.52,12303.68,
Houston,Weekly,"2020-03-29 00:00:00","Conventional ",0.900000000,1608774.66,540716.85,234133.45,4331.99,829592.37,396359.43,421296.23,11936.71,
Indianapolis,Weekly,"2020-04-19 00:00:00","Conventional ",1.120000000,279648.39,93672.63,25239.01,3786.63,156950.12,151077.85,5269.87,602.40,
Indianapolis,Weekly,"2020-04-12 00:00:00","Conventional ",1.010000000,315138.94,103357.48,26850.35,3635.79,181295.32,175001.09,4169.65,2124.58,
Indianapolis,Weekly,"2020-04-05 00:00:00","Conventional ",0.940000000,324191.05,104152.14,29698.13,3314.78,187026.00,179569.77,4682.48,2773.75,
Indianapolis,Weekly,"2020-03-29 00:00:00","Conventional ",0.950000000,291479.47,86709.95,26213.30,3227.33,175328.89,167523.16,4769.86,3035.87,
Jacksonville,Weekly,"2020-04-19 00:00:00","Conventional ",1.260000000,266140.19,101120.08,41803.25,88.00,123128.86,61321.77,61798.20,8.89,
Jacksonville,Weekly,"2020-04-12 00:00:00","Conventional ",1.300000000,237887.07,79565.87,29355.77,100.85,128864.58,53845.62,74948.97,69.99,
Jacksonville,Weekly,"2020-04-05 00:00:00","Conventional ",1.260000000,279372.31,98772.00,22117.85,146.71,158335.75,63068.43,90952.88,4314.44,
Jacksonville,Weekly,"2020-03-29 00:00:00","Conventional ",1.290000000,271480.60,113686.30,7923.88,212.95,149657.47,131470.69,17706.78,480.00,
"Las Vegas",Weekly,"2020-04-19 00:00:00","Conventional ",1.010000000,463740.96,71878.89,57937.95,134.27,333789.85,102878.19,225302.16,5609.50,
"Las Vegas",Weekly,"2020-04-12 00:00:00","Conventional ",1.140000000,400297.10,80949.22,45434.69,157.58,273755.61,120922.22,147113.79,5719.60,
"Las Vegas",Weekly,"2020-04-05 00:00:00","Conventional ",1.040000000,437332.41,82761.47,54350.04,123.95,300096.95,122426.38,171728.55,5942.02,
"Las Vegas",Weekly,"2020-03-29 00:00:00","Conventional ",1.030000000,364151.98,73800.75,44135.82,91.63,246123.78,95212.32,144759.05,6152.41,
"Los Angeles",Weekly,"2020-04-19 00:00:00","Conventional ",1.240000000,3587854.83,1026898.32,169835.92,104073.32,2287047.27,1193782.07,797847.80,295417.40,
"Los Angeles",Weekly,"2020-04-12 00:00:00","Conventional ",1.330000000,3286615.74,1030319.61,118229.01,121162.49,2016904.63,1227352.03,507046.89,282505.71,
"Los Angeles",Weekly,"2020-04-05 00:00:00","Conventional ",1.290000000,3241375.94,1074451.93,96051.17,121843.48,1949029.36,1205754.24,591694.51,151580.61,
"Los Angeles",Weekly,"2020-03-29 00:00:00","Conventional ",1.340000000,2955287.84,908891.75,101701.78,95156.38,1849537.93,1029612.68,631966.93,187958.32,
Louisville,Weekly,"2020-04-19 00:00:00","Conventional ",1.080000000,129956.39,40494.80,11394.89,97.04,77969.66,62355.70,15601.29,12.67,
Louisville,Weekly,"2020-04-12 00:00:00","Conventional ",1.040000000,146425.39,49409.91,11270.78,152.87,85591.83,70030.13,15555.03,6.67,
Louisville,Weekly,"2020-04-05 00:00:00","Conventional ",0.900000000,166873.49,50375.77,10331.52,118.64,106047.56,91850.07,14197.49,0.00,
Louisville,Weekly,"2020-03-29 00:00:00","Conventional ",0.840000000,158840.06,44864.02,8741.84,98.43,105135.77,92881.35,12254.42,0.00,
"Miami/Ft. Lauderdale",Weekly,"2020-04-19 00:00:00","Conventional ",1.260000000,1157184.75,585365.62,41098.66,347.72,530310.26,495723.08,34558.29,28.89,
"Miami/Ft. Lauderdale",Weekly,"2020-04-12 00:00:00","Conventional ",1.310000000,1050040.91,539754.30,40092.22,523.82,469666.38,422360.39,43013.93,4292.06,
"Miami/Ft. Lauderdale",Weekly,"2020-04-05 00:00:00","Conventional ",1.290000000,1201964.92,732861.73,52261.70,752.26,416089.23,352476.94,51372.72,12239.57,
"Miami/Ft. Lauderdale",Weekly,"2020-03-29 00:00:00","Conventional ",1.290000000,1168465.86,529350.61,40260.60,710.54,598141.86,548254.80,45663.05,4224.01,
Midsouth,Weekly,"2020-04-19 00:00:00","Conventional ",1.170000000,4785192.32,1639147.60,922872.66,14671.04,2208501.02,1644873.58,540836.12,22791.32,
Midsouth,Weekly,"2020-04-12 00:00:00","Conventional ",1.160000000,4884481.74,1637071.33,944071.29,11772.31,2291566.81,1659676.23,607470.33,24420.25,
Midsouth,Weekly,"2020-04-05 00:00:00","Conventional ",1.090000000,5148227.49,1782262.80,1009663.83,11005.24,2345295.62,1743673.91,581625.80,19995.91,
Midsouth,Weekly,"2020-03-29 00:00:00","Conventional ",1.170000000,4650922.87,1567337.72,908531.89,9111.00,2165942.26,1564359.93,580420.81,21161.52,
Nashville,Weekly,"2020-04-19 00:00:00","Conventional ",0.990000000,336740.47,142148.61,12857.34,36.93,181697.59,166475.66,15183.04,38.89,
Nashville,Weekly,"2020-04-12 00:00:00","Conventional ",0.990000000,325901.17,148374.02,12267.63,25.13,165234.39,147982.90,17214.03,37.46,
Nashville,Weekly,"2020-04-05 00:00:00","Conventional ",0.970000000,346272.80,145005.12,8906.47,41.57,192319.64,175799.81,16470.53,49.30,
Nashville,Weekly,"2020-03-29 00:00:00","Conventional ",0.990000000,314494.79,130239.00,7244.45,24.26,176987.08,164360.07,12607.39,19.62,
