Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Plains,Weekly,"2021-01-10 00:00:00",Conventional,0.919398298,2216093.34,687114.60,520059.31,1873.60,665250.67,561249.32,40150.61,51883.40,341795.17
"South Central",Weekly,"2021-01-10 00:00:00",Conventional,0.640815095,6931739.60,2673986.48,867329.44,85120.61,2117367.08,1880138.65,92283.32,135051.49,1187935.99
Southeast,Weekly,"2021-01-10 00:00:00",Conventional,0.827905425,5770962.85,2422117.02,238332.50,2114.59,1664116.95,1444674.04,103613.87,88239.03,1444281.78
West,Weekly,"2021-01-10 00:00:00",Conventional,0.892147703,8023565.90,1786559.95,958666.54,23798.89,1631782.57,1302831.50,76309.74,133699.18,3622757.95
"Total U.S.",Weekly,"2021-01-10 00:00:00",Conventional,0.931911803,44305917.75,11949417.78,7940367.48,603760.93,11738952.51,10207000.30,556781.52,603408.41,12073419.04
Albany,Weekly,"2021-01-10 00:00:00",Organic,1.456758223,3811.16,54.44,411.40,0.00,3166.28,2461.80,0.00,0.00,179.03
Atlanta,Weekly,"2021-01-10 00:00:00",Organic,1.468739357,33873.48,142.18,3068.21,0.00,13740.36,13740.36,0.00,0.00,16922.73
Baltimore/Washington,Weekly,"2021-01-10 00:00:00",Organic,1.344200703,75804.14,629.41,3108.48,3.46,69182.66,67298.50,0.00,0.00,2880.13
Birmingham/Montgomery,Weekly,"2021-01-10 00:00:00",Organic,1.169759354,11484.59,49.52,172.13,0.00,10498.70,9627.39,871.31,0.00,764.25
Boise,Weekly,"2021-01-10 00:00:00",Organic,1.651448679,6069.24,9.70,834.24,0.00,2074.80,2074.80,0.00,0.00,3150.51
Boston,Weekly,"2021-01-10 00:00:00",Organic,1.799804097,38765.74,163.50,1900.42,0.00,35391.81,35304.24,0.00,0.00,1310.02
Buffalo/Rochester,Weekly,"2021-01-10 00:00:00",Organic,1.525589367,20498.41,1017.84,140.26,5.57,19334.74,19334.74,0.00,0.00,0.00
Charlotte,Weekly,"2021-01-10 00:00:00",Organic,1.470396581,20164.52,128.75,3149.94,36.70,9593.10,9593.10,0.00,0.00,7256.03
Chicago,Weekly,"2021-01-10 00:00:00",Organic,1.834782497,44403.55,621.78,3154.34,0.00,19128.12,18750.12,378.00,0.00,21499.31
Cincinnati/Dayton,Weekly,"2021-01-10 00:00:00",Organic,1.573441561,13240.54,466.84,1843.79,0.00,3133.32,2766.40,366.92,0.00,7796.60
Columbus,Weekly,"2021-01-10 00:00:00",Organic,1.585021179,11112.21,664.00,1185.71,0.00,3511.46,3060.63,450.83,0.00,5751.04
"Dallas/Ft. Worth",Weekly,"2021-01-10 00:00:00",Organic,1.293462780,62311.56,4683.26,1031.90,9491.15,28779.82,28779.82,0.00,0.00,18325.42
Denver,Weekly,"2021-01-10 00:00:00",Organic,1.240458086,52938.57,6257.50,943.56,0.00,13427.40,13427.40,0.00,0.00,32310.12
Detroit,Weekly,"2021-01-10 00:00:00",Organic,1.181108141,25547.01,383.40,2099.02,0.00,16291.99,16285.28,6.71,0.00,6772.60
"Grand Rapids",Weekly,"2021-01-10 00:00:00",Organic,1.177959381,7974.27,26.71,1363.48,0.00,6584.07,6513.71,63.66,0.00,0.00
Harrisburg/Scranton,Weekly,"2021-01-10 00:00:00",Organic,1.222861876,21378.90,262.38,479.16,0.00,20623.19,19013.27,0.00,0.00,14.17
Hartford/Springfield,Weekly,"2021-01-10 00:00:00",Organic,1.705725196,24127.58,507.59,6880.49,5.93,16623.44,10330.72,0.00,0.00,110.13
Houston,Weekly,"2021-01-10 00:00:00",Organic,1.467454204,16306.53,5624.17,0.00,0.00,3456.99,3456.99,0.00,0.00,7225.37
Indianapolis,Weekly,"2021-01-10 00:00:00",Organic,1.345812979,9334.74,161.16,807.57,0.00,4947.90,4318.15,629.75,0.00,3418.12
Jacksonville,Weekly,"2021-01-10 00:00:00",Organic,1.131253886,11198.34,67.92,243.30,0.00,10862.05,10858.90,0.00,3.15,25.07
"Las Vegas",Weekly,"2021-01-10 00:00:00",Organic,1.515002156,17405.65,798.68,615.90,0.00,6965.18,6965.18,0.00,0.00,9025.89
"Los Angeles",Weekly,"2021-01-10 00:00:00",Organic,1.808293861,136464.30,8484.39,2829.72,9.81,44147.12,42761.12,1386.00,0.00,80993.26
Louisville,Weekly,"2021-01-10 00:00:00",Organic,1.610983849,6084.18,10.23,854.90,0.00,1432.90,1194.59,238.31,0.00,3786.14
"Miami/Ft. Lauderdale",Weekly,"2021-01-10 00:00:00",Organic,1.037946298,46953.70,383.28,8.51,0.00,45206.07,45206.07,0.00,0.00,1355.84
Nashville,Weekly,"2021-01-10 00:00:00",Organic,1.452333071,16696.51,19.88,1315.28,0.00,7110.65,7110.65,0.00,0.00,8250.70
"Northern New England",Weekly,"2021-01-10 00:00:00",Organic,1.794609081,18415.05,112.91,700.14,0.00,15599.05,15524.11,0.00,0.00,2002.95
"New Orleans/Mobile",Weekly,"2021-01-10 00:00:00",Organic,1.017596628,14060.77,46.83,0.00,0.00,13453.84,10807.33,2646.51,0.00,560.10
"New York",Weekly,"2021-01-10 00:00:00",Organic,1.423415096,164443.55,10276.98,7571.50,18.65,138380.10,79577.45,0.00,0.00,8196.33
Orlando,Weekly,"2021-01-10 00:00:00",Organic,1.029252164,30005.57,77.93,0.00,0.00,29665.75,29665.75,0.00,0.00,261.89
Peoria/Springfield,Weekly,"2021-01-10 00:00:00",Organic,1.524457674,4149.30,17.41,570.68,0.00,2572.39,2572.39,0.00,0.00,988.82
Philadelphia,Weekly,"2021-01-10 00:00:00",Organic,1.407619973,39301.85,1671.82,1801.64,0.00,32241.35,19071.19,0.00,3.15,3587.04
Phoenix/Tucson,Weekly,"2021-01-10 00:00:00",Organic,1.287882471,39270.47,2726.18,5253.49,0.00,18219.21,18160.28,0.00,3.15,13071.58
Pittsburgh,Weekly,"2021-01-10 00:00:00",Organic,1.358288865,12365.53,1884.25,1.41,0.00,9589.83,9589.83,0.00,0.00,890.03
Portland,Weekly,"2021-01-10 00:00:00",Organic,1.774679798,43267.23,1243.81,9787.81,0.00,5880.92,4849.95,0.00,0.00,26354.69
Providence,Weekly,"2021-01-10 00:00:00",Organic,1.961955992,4123.71,64.78,7.80,0.00,4047.23,4033.06,0.00,0.00,3.90
Raleigh/Greensboro,Weekly,"2021-01-10 00:00:00",Organic,1.463213963,25173.89,841.96,3179.79,82.39,10747.81,10747.81,0.00,0.00,10321.93
Richmond/Norfolk,Weekly,"2021-01-10 00:00:00",Organic,1.046260409,31119.70,11.79,1497.18,4.38,22651.76,22651.76,0.00,0.00,6954.61
Roanoke,Weekly,"2021-01-10 00:00:00",Organic,1.179400687,13445.05,26.13,1536.27,0.00,8049.63,8049.63,0.00,0.00,3833.02
Sacramento,Weekly,"2021-01-10 00:00:00",Organic,1.779693444,22392.81,2878.22,2967.12,0.00,13121.23,12137.28,0.00,0.00,3426.24
"San Diego",Weekly,"2021-01-10 00:00:00",Organic,1.829584230,33805.12,1226.44,1086.62,7.16,15220.77,14667.45,0.00,0.00,16264.13
"San Francisco",Weekly,"2021-01-10 00:00:00",Organic,1.804813596,78352.04,2544.17,5650.45,9.40,48359.84,46701.83,0.00,0.00,21788.17
Seattle,Weekly,"2021-01-10 00:00:00",Organic,1.943653183,61154.78,1017.08,11759.78,5.62,13876.84,9713.81,0.00,0.00,34495.45
"South Carolina",Weekly,"2021-01-10 00:00:00",Organic,1.371181310,27405.09,777.29,2559.16,112.69,16377.58,16377.58,0.00,0.00,7578.37
Spokane,Weekly,"2021-01-10 00:00:00",Organic,1.862973460,4997.12,152.63,1234.30,0.00,873.73,873.73,0.00,0.00,2736.46
"St. Louis",Weekly,"2021-01-10 00:00:00",Organic,1.797381640,6561.40,750.94,916.92,0.00,3568.14,3568.14,0.00,0.00,1325.40
Syracuse,Weekly,"2021-01-10 00:00:00",Organic,1.576451484,5682.57,297.97,154.41,0.00,5139.90,5117.93,0.00,0.00,90.29
Tampa,Weekly,"2021-01-10 00:00:00",Organic,0.908717199,29880.27,101.84,0.00,0.00,29616.74,29613.59,0.00,3.15,161.70
Toledo,Weekly,"2021-01-10 00:00:00",Organic,1.505291235,4782.33,52.65,692.06,0.00,1838.35,1834.94,3.41,0.00,2199.28
"West Tex/New Mexico",Weekly,"2021-01-10 00:00:00",Organic,1.027416702,93462.27,1130.71,6976.39,49507.87,16561.26,16561.26,0.00,0.00,19286.05
Wichita,Weekly,"2021-01-10 00:00:00",Organic,1.380788128,3497.01,376.71,10.94,0.00,974.53,974.53,0.00,0.00,2134.82
California,Weekly,"2021-01-10 00:00:00",Organic,1.810751702,331679.18,19682.39,19069.43,34.25,151325.44,142354.69,1386.00,0.00,141567.66
"Great Lakes",Weekly,"2021-01-10 00:00:00",Organic,1.499065090,177313.35,5910.94,16457.80,0.00,90923.95,88436.56,2464.60,12.60,64020.67
Midsouth,Weekly,"2021-01-10 00:00:00",Organic,1.340853605,265461.37,2560.66,22561.88,183.15,171585.51,168442.42,274.42,3.15,68570.16
Northeast,Weekly,"2021-01-10 00:00:00",Organic,1.488627563,387107.47,17779.37,22419.04,31.49,330018.34,238362.91,0.00,3.15,16859.24
Plains,Weekly,"2021-01-10 00:00:00",Organic,1.374687990,52136.03,8105.45,2168.16,13.74,34838.98,31661.33,3136.00,0.00,7009.69
"South Central",Weekly,"2021-01-10 00:00:00",Organic,1.195924349,209537.73,14618.84,6705.12,49464.05,100385.17,98416.42,1968.75,0.00,38364.55
Southeast,Weekly,"2021-01-10 00:00:00",Organic,1.149331936,247939.42,1928.51,8563.85,127.96,204132.31,201495.00,2627.86,9.45,33186.79
West,Weekly,"2021-01-10 00:00:00",Organic,1.479339499,375783.51,19776.35,44448.33,24606.67,106184.54,99111.20,0.00,3.15,180767.63
"Total U.S.",Weekly,"2021-01-10 00:00:00",Organic,1.446895649,2046958.06,90362.52,142393.62,74461.30,1189394.22,1068280.54,11857.62,31.50,550346.40
Albany,Weekly,"2021-01-17 00:00:00",Conventional,1.282429484,137768.36,6731.51,97866.24,35.19,26561.74,23403.88,2961.00,0.00,6573.68
Atlanta,Weekly,"2021-01-17 00:00:00",Conventional,0.858344057,828572.83,321130.25,30612.43,38.23,209725.54,192201.26,13072.89,2112.83,267066.38
Baltimore/Washington,Weekly,"2021-01-17 00:00:00",Conventional,1.163868347,1073519.32,254348.42,335621.82,3600.72,388151.39,359885.11,14.70,18162.90,91796.97
Birmingham/Montgomery,Weekly,"2021-01-17 00:00:00",Conventional,0.807225630,357610.40,166189.98,9569.24,24.43,118042.04,101516.47,13415.46,2646.53,63784.71
Boise,Weekly,"2021-01-17 00:00:00",Conventional,1.014881291,140926.58,31406.53,11615.09,1066.88,31039.18,25421.46,9.45,187.80,65798.90
Boston,Weekly,"2021-01-17 00:00:00",Conventional,1.261541082,764873.05,18264.26,392203.50,138.87,258091.01,172556.43,84796.49,0.00,96175.41
Buffalo/Rochester,Weekly,"2021-01-17 00:00:00",Conventional,1.035947385,230743.72,26379.23,61705.85,2722.64,134299.86,128979.71,4309.20,922.95,5636.14
Charlotte,Weekly,"2021-01-17 00:00:00",Conventional,1.071249390,352969.28,133366.57,51035.06,3801.09,133130.42,98690.63,13956.21,0.00,31636.14
Chicago,Weekly,"2021-01-17 00:00:00",Conventional,1.130640636,1056035.08,110412.51,211522.42,41351.69,236076.45,220153.15,1664.91,13472.55,456672.00
Cincinnati/Dayton,Weekly,"2021-01-17 00:00:00",Conventional,0.923954739,356654.31,52591.65,76819.19,3009.94,35060.39,27407.63,306.73,5624.99,189173.14
Columbus,Weekly,"2021-01-17 00:00:00",Conventional,0.837463108,298291.45,54790.65,58331.87,418.22,44677.44,37377.61,0.00,6336.41,140073.26
"Dallas/Ft. Worth",Weekly,"2021-01-17 00:00:00",Conventional,0.691865881,1590449.98,604627.11,155013.25,15894.39,456482.62,401380.27,609.00,52759.28,358432.62
Denver,Weekly,"2021-01-17 00:00:00",Conventional,0.895995312,1232123.11,200187.12,131045.16,2250.69,251775.79,210744.58,17625.37,12192.90,646864.36
Detroit,Weekly,"2021-01-17 00:00:00",Conventional,0.898201131,628474.62,87132.25,107505.97,136920.00,95026.09,87834.59,6.30,5749.66,201890.30
"Grand Rapids",Weekly,"2021-01-17 00:00:00",Conventional,1.001784480,291492.34,17451.50,84575.23,133189.32,33926.59,30583.75,0.00,3263.40,22349.69
Harrisburg/Scranton,Weekly,"2021-01-17 00:00:00",Conventional,1.022627114,411280.92,151377.67,111450.99,109.35,139592.51,126879.67,8419.95,3824.10,8750.39
Hartford/Springfield,Weekly,"2021-01-17 00:00:00",Conventional,1.217015141,392060.95,11169.23,279137.70,165.78,97240.89,92262.40,4523.40,0.00,4347.35
Houston,Weekly,"2021-01-17 00:00:00",Conventional,0.759499011,1132069.77,485452.63,203602.96,2351.13,211178.87,182079.82,50.40,27911.83,229484.18
Indianapolis,Weekly,"2021-01-17 00:00:00",Conventional,0.845567337,314830.30,51808.69,91430.22,1782.65,64501.28,53402.28,4957.31,5266.02,105307.47
Jacksonville,Weekly,"2021-01-17 00:00:00",Conventional,0.824781122,241056.64,90824.15,10056.51,77.74,79305.13,68540.99,10694.64,0.00,60793.11
"Las Vegas",Weekly,"2021-01-17 00:00:00",Conventional,0.926135090,385274.82,54145.13,27934.43,71.79,139536.81,122897.60,15.75,4704.24,163586.66
"Los Angeles",Weekly,"2021-01-17 00:00:00",Conventional,1.143124868,3249896.60,829750.37,60560.59,170080.20,734265.58,632799.10,29613.15,40053.31,1455239.86
Louisville,Weekly,"2021-01-17 00:00:00",Conventional,0.946470458,137954.49,22498.25,20885.39,38.86,41844.93,34626.36,5445.17,988.80,52687.07
"Miami/Ft. Lauderdale",Weekly,"2021-01-17 00:00:00",Conventional,0.846461093,1090658.50,498566.96,40388.72,106.76,295857.66,267556.17,4014.54,23880.15,255738.40
Nashville,Weekly,"2021-01-17 00:00:00",Conventional,0.852066851,314129.30,108710.93,19017.42,5.05,95583.46,81191.79,10336.59,1816.70,90812.44
"Northern New England",Weekly,"2021-01-17 00:00:00",Conventional,1.125189622,553072.59,15763.13,370337.91,84.95,112486.29,71384.80,40891.38,0.00,54400.31
"New Orleans/Mobile",Weekly,"2021-01-17 00:00:00",Conventional,0.725570363,376501.46,153233.91,24291.95,47.82,140320.50,122974.67,4295.16,12927.60,58607.28
"New York",Weekly,"2021-01-17 00:00:00",Conventional,1.088377914,2164305.50,64202.32,1250993.30,831.01,781603.24,765774.85,14669.92,0.00,66675.63
Orlando,Weekly,"2021-01-17 00:00:00",Conventional,0.797889062,634343.38,239496.26,15964.35,78.57,247868.82,223327.53,14070.79,10262.70,130935.38
Peoria/Springfield,Weekly,"2021-01-17 00:00:00",Conventional,0.834423503,157539.88,35007.34,42157.30,472.37,40874.78,33547.21,3507.13,3475.32,39028.09
Philadelphia,Weekly,"2021-01-17 00:00:00",Conventional,1.017590329,682797.01,132526.61,251253.04,343.35,250813.18,239776.62,8405.67,437.85,47860.83
Phoenix/Tucson,Weekly,"2021-01-17 00:00:00",Conventional,0.750780479,1421414.99,530393.83,146661.94,4423.20,198597.77,148690.61,6.30,33384.21,541338.26
Pittsburgh,Weekly,"2021-01-17 00:00:00",Conventional,0.936475095,161052.64,45213.43,12936.85,34.16,44372.70,39438.64,11.03,4876.20,58495.50
Portland,Weekly,"2021-01-17 00:00:00",Conventional,0.917613423,895991.83,116674.42,106821.75,4930.61,164959.32,153800.60,7398.17,2055.19,502605.72
Providence,Weekly,"2021-01-17 00:00:00",Conventional,1.304400617,106876.60,3250.59,57517.61,31.31,32706.14,18815.03,13811.84,0.00,13370.95
Raleigh/Greensboro,Weekly,"2021-01-17 00:00:00",Conventional,0.997757585,458605.74,180347.42,71211.68,3966.46,170708.30,121575.97,16265.16,0.00,32371.88
Richmond/Norfolk,Weekly,"2021-01-17 00:00:00",Conventional,1.020840672,326821.08,86382.91,68507.28,768.37,89373.05,57011.49,216.83,9947.10,81789.47
Roanoke,Weekly,"2021-01-17 00:00:00",Conventional,0.925562826,206065.16,61244.91,28984.96,31.02,51255.79,35883.03,4335.06,4305.70,64548.48
Sacramento,Weekly,"2021-01-17 00:00:00",Conventional,1.293970970,514478.98,127772.01,187924.58,3178.62,111375.09,110623.38,37.80,0.00,84228.68
"San Diego",Weekly,"2021-01-17 00:00:00",Conventional,1.216845242,565658.26,106507.00,26632.92,19381.84,112231.85,100208.10,7818.30,3436.08,300904.66
"San Francisco",Weekly,"2021-01-17 00:00:00",Conventional,1.481883550,840029.25,187959.31,208364.20,7139.81,156248.55,155765.41,9.45,0.00,280317.38
Seattle,Weekly,"2021-01-17 00:00:00",Conventional,1.150642878,694277.62,75297.59,94986.90,278.78,73494.52,64352.14,5101.82,2436.75,450219.84
"South Carolina",Weekly,"2021-01-17 00:00:00",Conventional,0.933744723,544854.28,203967.58,48220.28,1376.24,175486.83,134938.96,25018.09,664.17,115803.34
Spokane,Weekly,"2021-01-17 00:00:00",Conventional,0.982086539,97731.37,18707.00,13148.00,24.83,14276.25,11929.39,2188.46,0.00,51575.29
"St. Louis",Weekly,"2021-01-17 00:00:00",Conventional,0.881467468,230310.16,96123.83,12261.55,56.46,75645.69,67707.07,7690.33,0.00,46222.63
Syracuse,Weekly,"2021-01-17 00:00:00",Conventional,1.121118971,101853.19,9531.44,41747.42,673.05,44688.04,41680.74,2847.60,0.00,5213.25
Tampa,Weekly,"2021-01-17 00:00:00",Conventional,0.803219352,669130.70,258190.70,21119.35,32.80,208585.01,190621.82,32.94,17655.75,181202.84
Toledo,Weekly,"2021-01-17 00:00:00",Conventional,0.840323615,183471.04,26526.79,39593.65,23525.82,28847.82,23634.44,989.89,3755.19,64976.96
"West Tex/New Mexico",Weekly,"2021-01-17 00:00:00",Conventional,0.669383568,1011455.45,322900.82,103526.76,9642.98,399296.81,356152.77,8850.10,33409.29,176088.09
Wichita,Weekly,"2021-01-17 00:00:00",Conventional,0.715242008,116713.67,32042.97,4304.96,4.37,37927.11,32269.93,3084.24,2114.29,42434.27
California,Weekly,"2021-01-17 00:00:00",Conventional,1.221774373,6564907.82,1663400.07,770165.40,225330.28,1375630.52,1248059.09,40332.60,46487.99,2530381.55
"Great Lakes",Weekly,"2021-01-17 00:00:00",Conventional,0.940249749,5124476.60,729013.41,1190384.30,548427.54,928567.03,810861.81,25361.08,84199.74,1728084.31
Midsouth,Weekly,"2021-01-17 00:00:00",Conventional,1.007753364,4263386.86,1331064.97,796044.80,14854.99,1393365.65,1092844.97,96736.24,53876.31,728056.46
Northeast,Weekly,"2021-01-17 00:00:00",Conventional,1.112925786,6211663.95,523746.51,3199526.73,7324.42,2079668.19,1860464.88,200938.07,14108.85,401398.10
Plains,Weekly,"2021-01-17 00:00:00",Conventional,0.859684495,2277500.29,676015.66,611130.23,1551.24,681672.53,569971.88,45285.82,50814.36,307130.65
"South Central",Weekly,"2021-01-17 00:00:00",Conventional,0.694374905,6459681.34,2791187.82,735173.22,112785.81,1745099.12,1496778.78,99687.66,140806.07,1075435.37
Southeast,Weekly,"2021-01-17 00:00:00",Conventional,0.832986371,5866774.67,2389384.37,236216.07,2312.89,1798784.66,1568968.11,123109.22,82139.73,1440076.68
West,Weekly,"2021-01-17 00:00:00",Conventional,0.884671285,8096256.58,1853292.02,872107.57,22407.52,1651035.50,1378071.67,63796.17,106636.16,3697413.97
"Total U.S.",Weekly,"2021-01-17 00:00:00",Conventional,0.948219379,44864648.10,11957104.81,8410748.32,934994.69,11653823.19,10026021.18,695246.86,579069.22,11907977.09
Albany,Weekly,"2021-01-17 00:00:00",Organic,1.528297276,3612.42,136.88,372.95,0.00,2878.91,2606.04,0.00,0.00,223.68
Atlanta,Weekly,"2021-01-17 00:00:00",Organic,1.592872040,34340.43,63.12,2977.82,0.00,14590.62,14584.32,0.00,6.30,16708.86
Baltimore/Washington,Weekly,"2021-01-17 00:00:00",Organic,1.312893135,77379.20,752.27,3676.14,3.45,68853.86,68258.86,0.00,0.00,4093.48
Birmingham/Montgomery,Weekly,"2021-01-17 00:00:00",Organic,1.211355276,12070.29,39.41,267.86,0.00,10897.39,10470.27,427.12,0.00,865.62
Boise,Weekly,"2021-01-17 00:00:00",Organic,1.585661798,5998.73,16.54,680.38,0.00,1843.80,1843.80,0.00,0.00,3458.00
Boston,Weekly,"2021-01-17 00:00:00",Organic,1.857638003,36991.54,164.05,1691.22,0.00,33951.18,33856.86,0.00,0.00,1185.09
Buffalo/Rochester,Weekly,"2021-01-17 00:00:00",Organic,1.649391939,15853.42,977.88,88.97,10.01,14776.56,14776.56,0.00,0.00,0.00
Charlotte,Weekly,"2021-01-17 00:00:00",Organic,1.461281140,19814.15,76.65,2924.42,21.95,9334.04,9334.04,0.00,0.00,7457.08
Chicago,Weekly,"2021-01-17 00:00:00",Organic,1.765424705,45530.07,629.36,3470.91,0.00,19187.66,18914.66,273.00,0.00,22242.15
Cincinnati/Dayton,Weekly,"2021-01-17 00:00:00",Organic,1.619207663,16290.01,516.54,2348.24,0.00,2369.59,2177.86,191.72,0.00,11055.65
Columbus,Weekly,"2021-01-17 00:00:00",Organic,1.582345908,11800.00,1158.14,1248.42,0.00,3213.75,3008.52,205.24,0.00,6179.69
"Dallas/Ft. Worth",Weekly,"2021-01-17 00:00:00",Organic,1.421245589,52327.27,3869.31,154.78,2048.88,30001.04,30001.04,0.00,0.00,16253.27
Denver,Weekly,"2021-01-17 00:00:00",Organic,1.379514377,39145.60,3570.17,697.15,0.00,11434.11,11434.11,0.00,0.00,23444.17
Detroit,Weekly,"2021-01-17 00:00:00",Organic,1.499984683,17571.41,495.48,2308.64,0.00,5492.76,5492.76,0.00,0.00,9274.52
"Grand Rapids",Weekly,"2021-01-17 00:00:00",Organic,1.376880687,6040.39,28.38,1013.35,0.00,4998.66,4938.52,0.00,0.00,0.00
Harrisburg/Scranton,Weekly,"2021-01-17 00:00:00",Organic,1.254319918,20455.43,772.47,518.18,0.00,19122.52,18548.95,0.00,0.00,42.26
Hartford/Springfield,Weekly,"2021-01-17 00:00:00",Organic,1.956796027,19749.51,1276.26,6551.16,0.00,11702.93,10534.34,0.00,0.00,219.17
Houston,Weekly,"2021-01-17 00:00:00",Organic,1.640973286,14659.90,4772.24,4.07,0.00,3620.66,3620.66,0.00,0.00,6262.94
Indianapolis,Weekly,"2021-01-17 00:00:00",Organic,1.411871980,10474.25,152.33,1118.86,0.00,4200.95,3372.65,828.30,0.00,5002.11
Jacksonville,Weekly,"2021-01-17 00:00:00",Organic,1.151109486,11190.01,59.70,196.94,0.00,10882.10,10702.55,0.00,179.55,51.27
"Las Vegas",Weekly,"2021-01-17 00:00:00",Organic,1.556179267,17441.05,844.49,492.26,0.00,6957.43,6957.43,0.00,0.00,9146.87
"Los Angeles",Weekly,"2021-01-17 00:00:00",Organic,1.779607994,144942.18,9178.99,2518.91,5.60,46703.08,45087.13,1587.60,28.35,86535.60
Louisville,Weekly,"2021-01-17 00:00:00",Organic,1.958620787,5687.24,0.94,711.87,0.00,1288.89,1238.74,46.99,3.15,3685.54
"Miami/Ft. Lauderdale",Weekly,"2021-01-17 00:00:00",Organic,1.020047607,47947.07,252.56,5.68,0.00,46395.88,46005.28,0.00,390.60,1292.95
Nashville,Weekly,"2021-01-17 00:00:00",Organic,1.588601988,16600.04,33.14,1359.13,0.00,7454.41,7454.41,0.00,0.00,7753.35
"Northern New England",Weekly,"2021-01-17 00:00:00",Organic,1.818500218,17579.59,82.85,599.30,0.00,14863.61,14785.26,0.00,0.00,2033.82
"New Orleans/Mobile",Weekly,"2021-01-17 00:00:00",Organic,1.003013776,12663.82,27.86,0.00,0.00,12120.62,10789.28,1331.34,0.00,515.34
"New York",Weekly,"2021-01-17 00:00:00",Organic,1.568892971,140801.07,19443.48,11542.82,10.52,100337.61,87648.94,0.00,0.00,9466.64
Orlando,Weekly,"2021-01-17 00:00:00",Organic,1.028691702,29671.64,111.88,0.00,0.00,29322.45,28106.55,0.00,1215.90,237.30
